work_id,subject
160895,Still-Life
160709,Flowers
160709,Still-Life
30907,Marine Art/Maritime
30909,Marine Art/Maritime
30911,Marine Art/Maritime
30913,Marine Art/Maritime
30915,Marine Art/Maritime
30917,Marine Art/Maritime
28149,Portraits
28161,Portraits
28163,Portraits
28171,Portraits
28177,Portraits
28179,Portraits
3179,Nude
3187,Christianity
3187,Jesus Christ
3191,Christianity
3191,Jesus Christ
3197,Christianity
31710,Deers
31710,Dogs
25708,Abstract/Modern Art
25712,Abstract/Modern Art
179503,Abstract/Modern Art
179382,Abstract/Modern Art
25718,Abstract/Modern Art
26053,Nude
189581,Christianity
189581,Jesus Christ
189573,Christianity
189573,Jesus Christ
168064,Christianity
158890,Christianity
189589,Christianity
20804,Dogs
20848,Horses
20860,Winter
18761,Jesus Christ
18763,Nude
18805,Christianity
18805,Jesus Christ
21399,Portraits
21407,Nude
21413,Christianity
21417,Christianity
21419,Christianity
7865,Portraits
7869,Portraits
7877,Christianity
7877,Portraits
7879,Christianity
7881,Christianity
168953,Christianity
7893,Christianity
7897,Christianity
29300,Marine Art/Maritime
29302,Marine Art/Maritime
29304,Marine Art/Maritime
29304,Seascapes
29306,Marine Art/Maritime
29308,Marine Art/Maritime
29310,Marine Art/Maritime
29310,Seascapes
29312,Marine Art/Maritime
29312,Seascapes
29314,Marine Art/Maritime
29314,Seascapes
29316,Marine Art/Maritime
29316,Seascapes
29318,Marine Art/Maritime
29320,Marine Art/Maritime
200080,Marine Art/Maritime
199289,Christianity
29576,Christianity
29402,Christianity
29402,Jesus Christ
29414,Portraits
29418,Portraits
25529,Marine Art/Maritime
25529,Portraits
25531,Marine Art/Maritime
25531,Portraits
22351,Dogs
22353,Deers
22353,Dogs
22354,Dogs
22361,Deers
22365,Summer
28399,Portraits
28401,Portraits
28403,Portraits
22787,Nude
27084,Portraits
207636,Portraits
25756,Abstract/Modern Art
25762,Abstract/Modern Art
25772,Abstract/Modern Art
30268,Seascapes
26448,Horses
26460,Nude
26462,Horses
26468,Horses
26472,Lovers
18489,Landscape Art
18491,Landscape Art
18501,Landscape Art
18505,Landscape Art
18507,Landscape Art
18519,Landscape Art
18525,Landscape Art
18527,Landscape Art
18529,Landscape Art
18531,Landscape Art
18533,Landscape Art
204743,Landscape Art
204753,Landscape Art
18535,Autumn/Fall
18535,Landscape Art
18821,Musics
18841,Portraits
18829,Portraits
18831,Portraits
18865,Portraits
18867,Portraits
18871,Portraits
19337,Portraits
28689,Marine Art/Maritime
28689,Seascapes
28693,Marine Art/Maritime
28695,Marine Art/Maritime
28697,Marine Art/Maritime
28697,Seascapes
28699,Marine Art/Maritime
28701,Marine Art/Maritime
28701,Seascapes
28703,Marine Art/Maritime
28703,Seascapes
28705,Marine Art/Maritime
27026,Marine Art/Maritime
27028,Marine Art/Maritime
27030,Marine Art/Maritime
27032,Marine Art/Maritime
27034,Marine Art/Maritime
27036,Marine Art/Maritime
27036,Seascapes
26787,Marine Art/Maritime
26787,Rivers/Lakes
26789,Marine Art/Maritime
26789,Rivers/Lakes
207032,Landscape Art
28707,Portraits
28707,U.S. Presidents
28709,Portraits
28711,Portraits
28713,Portraits
28715,Portraits
28719,Portraits
28725,Portraits
28725,U.S. Presidents
28727,Portraits
28729,Portraits
28731,Portraits
28735,Portraits
28737,Portraits
28739,Portraits
28743,Portraits
28745,Portraits
28747,Portraits
28733,Portraits
28749,Portraits
28757,Portraits
206494,Portraits
28761,Portraits
28763,Portraits
28987,Musics
169261,Musics
29019,Portraits
29021,Portraits
29033,Christianity
29039,Christianity
29005,Christianity
169272,Musics
387,Cafes/Bars
179,Spring
403,Flowers
180,Cafes/Bars
417,Gardens
418,Gardens
2976,Abstract/Modern Art
2978,Abstract/Modern Art
2980,Abstract/Modern Art
2982,Abstract/Modern Art
2984,Abstract/Modern Art
2988,Abstract/Modern Art
2998,Abstract/Modern Art
3002,Abstract/Modern Art
3004,Abstract/Modern Art
3008,Abstract/Modern Art
3026,Abstract/Modern Art
160717,Portraits
160905,Portraits
160725,Portraits
160915,Portraits
26561,Still-Life
26563,Still-Life
164628,Still-Life
164641,Still-Life
26577,Still-Life
26579,Still-Life
26581,Still-Life
164824,Still-Life
26585,Still-Life
167375,Marine Art/Maritime
167710,Marine Art/Maritime
167719,Marine Art/Maritime
167478,Marine Art/Maritime
167489,Marine Art/Maritime
199319,Marine Art/Maritime
167415,Marine Art/Maritime
167728,Marine Art/Maritime
167424,Marine Art/Maritime
167511,Marine Art/Maritime
206594,Marine Art/Maritime
167388,Marine Art/Maritime
167460,Marine Art/Maritime
167397,Marine Art/Maritime
167469,Marine Art/Maritime
4779,Nude
5046,Lovers
5046,Nude
23313,Marine Art/Maritime
23315,Marine Art/Maritime
23315,Summer
23317,Marine Art/Maritime
23331,Marine Art/Maritime
23335,Marine Art/Maritime
23337,Marine Art/Maritime
23337,Seascapes
23339,Marine Art/Maritime
23341,Marine Art/Maritime
23341,Seascapes
23343,Marine Art/Maritime
23347,Marine Art/Maritime
23347,Seascapes
23349,Marine Art/Maritime
23351,Marine Art/Maritime
23351,Seascapes
195279,Flowers
195099,Flowers
195288,Flowers
26699,Marine Art/Maritime
26701,Marine Art/Maritime
26703,Marine Art/Maritime
26705,Marine Art/Maritime
26707,Marine Art/Maritime
26709,Marine Art/Maritime
26711,Marine Art/Maritime
26711,Seascapes
26713,Marine Art/Maritime
26715,Marine Art/Maritime
26717,Marine Art/Maritime
26719,Marine Art/Maritime
200912,Still-Life
200922,Still-Life
171578,Still-Life
206850,Still-Life
26791,Still-Life
171589,Still-Life
26795,Musics
26795,Still-Life
26797,Still-Life
171548,Still-Life
171558,Still-Life
171568,Still-Life
26801,Still-Life
207408,Landscape Art
26521,Churches/Temples/Mosques
26521,Landscape Art
26523,Landscape Art
26525,Landscape Art
26527,Landscape Art
28461,Landscape Art
28461,Seascapes
28463,Landscape Art
28465,Landscape Art
28467,Landscape Art
28467,Summer
28469,Landscape Art
28469,Rivers/Lakes
28471,Landscape Art
28471,Rivers/Lakes
28473,Landscape Art
28475,Landscape Art
7983,Dogs
7987,Lovers
7987,Seascapes
7987,Summer
7999,Autumn/Fall
5173,Landscape Art
5173,Rivers/Lakes
5181,Landscape Art
204220,Landscape Art
204220,Spring
5185,Landscape Art
5187,Landscape Art
5227,Landscape Art
5231,Landscape Art
5237,Landscape Art
5239,Landscape Art
5249,Landscape Art
129381,Nude
195460,Still-Life
195432,Flowers
6733,Autumn/Fall
198332,Rivers/Lakes
198321,Bridges
198321,Rivers/Lakes
6831,Spring
6835,Winter
6837,Winter
6841,Winter
6819,Winter
6845,Rivers/Lakes
6847,Rivers/Lakes
208564,Bridges
6849,Bridges
6849,Rivers/Lakes
6851,Rivers/Lakes
6863,Rivers/Lakes
6783,Bridges
6783,Rivers/Lakes
6781,Bridges
6781,Rivers/Lakes
208586,Rivers/Lakes
6891,Rivers/Lakes
23402,Landscape Art
198888,Landscape Art
6991,Nude
7015,Portraits
7071,Nude
7073,Nude
7095,Nude
25623,Still-Life
25625,Bridges
198923,Jesus Christ
28028,Portraits
206976,Portraits
27205,Gardens
6078,Summer
6086,Winter
198582,Gardens
6094,Winter
6096,Autumn/Fall
6132,Spring
6178,Autumn/Fall
6180,Spring
6220,Winter
6246,Winter
6252,Still-Life
6254,Summer
6256,Spring
6260,Gardens
6268,Nude
6270,Spring
6282,Gardens
6288,Gardens
6288,Spring
6292,Gardens
6292,Winter
6300,Autumn/Fall
6304,Spring
207117,Rivers/Lakes
6312,Winter
6324,Gardens
6140,Bridges
6140,Rivers/Lakes
6350,Gardens
24273,Architectures
24273,Rivers/Lakes
119365,Architectures
119365,Rivers/Lakes
24277,Architectures
24277,Churches/Temples/Mosques
24277,Rivers/Lakes
119345,Architectures
24281,Architectures
24281,Rivers/Lakes
24283,Architectures
24283,Rivers/Lakes
24285,Architectures
24285,Rivers/Lakes
24287,Architectures
24287,Rivers/Lakes
119229,Architectures
119229,Rivers/Lakes
24289,Architectures
24291,Architectures
119256,Architectures
119256,Rivers/Lakes
23528,Musics
23530,Musics
28243,Portraits
19930,Winter
19944,Spring
198973,Spring
19970,Spring
19982,Seascapes
19990,Churches/Temples/Mosques
198962,Spring
20008,Winter
20012,Gardens
20024,Winter
2194,Rivers/Lakes
2198,Seascapes
208186,Water Lilies
2206,Gardens
2206,Spring
2258,Bridges
2208,Bridges
2212,Horses
2214,Gardens
2218,Rivers/Lakes
2224,Spring
198301,Rivers/Lakes
2240,Seascapes
2242,Seascapes
2248,Seascapes
2252,Rivers/Lakes
2278,Autumn/Fall
2304,Portraits
2078,Rivers/Lakes
2310,Bridges
2316,Rivers/Lakes
2316,Water Lilies
2318,Rivers/Lakes
2320,Seascapes
208163,Seascapes
2334,Churches/Temples/Mosques
2336,Churches/Temples/Mosques
2338,Seascapes
208216,Winter
205477,Flowers
2358,Spring
2362,Spring
2144,Summer
2142,Winter
2364,Flowers
2364,Still-Life
2366,Still-Life
2384,Seascapes
2372,Summer
2388,Gardens
2394,Rivers/Lakes
2412,Bridges
2412,Rivers/Lakes
2418,Bridges
2418,Rivers/Lakes
2418,Water Lilies
2442,Flowers
2442,Gardens
2446,Gardens
2454,Rivers/Lakes
2458,Rivers/Lakes
2472,Bridges
2466,Bridges
2476,Bridges
2476,Rivers/Lakes
2476,Water Lilies
2482,Gardens
2486,Winter
2488,Seascapes
2492,Seascapes
2498,Summer
2504,Water Lilies
2512,Churches/Temples/Mosques
2514,Churches/Temples/Mosques
2516,Bridges
2518,Bridges
2518,Rivers/Lakes
2524,Rivers/Lakes
2536,Rivers/Lakes
2536,Water Lilies
2554,Flowers
2558,Rivers/Lakes
2566,Rivers/Lakes
2572,Summer
2578,Winter
2608,Water Lilies
2616,Water Lilies
2632,Water Lilies
2634,Water Lilies
2622,Water Lilies
2626,Water Lilies
2628,Water Lilies
2630,Water Lilies
2584,Water Lilies
2644,Water Lilies
2652,Bridges
2652,Rivers/Lakes
2652,Water Lilies
208174,Water Lilies
2656,Rivers/Lakes
2656,Water Lilies
2650,Rivers/Lakes
2650,Water Lilies
198253,Bridges
2662,Bridges
2666,Bridges
2660,Bridges
2676,Winter
2688,Gardens
2766,Dancers
2768,Dancers
2776,Dancers
2786,Dancers
204816,Dancers
2794,Dancers
2798,Dancers
2800,Dancers
2804,Dancers
2812,Dancers
2814,Dancers
195044,Dancers
194993,Horses
2850,Portraits
2860,Horses
2864,Horses
2866,Horses
2868,Horses
2872,Dancers
2880,Cafes/Bars
2896,Dancers
2892,Dancers
2902,Dancers
2900,Dancers
2904,Dancers
2908,Musics
2916,Musics
2920,Dancers
2930,Dancers
2940,Dancers
2952,Nude
2954,Nude
2956,Nude
2958,Nude
2960,Nude
2966,Nude
2968,Cafes/Bars
2970,Nude
7181,Nude
7191,Musics
7201,Nude
7207,Flowers
7211,Cafes/Bars
7219,Portraits
7221,Portraits
7231,Portraits
7237,Horses
7245,Portraits
7249,Still-Life
7273,Jesus Christ
7295,Gardens
7297,Musics
7311,Musics
7317,Cafes/Bars
20464,Musics
20490,Gardens
27291,Summer
19039,Christianity
19051,Christianity
19045,Christianity
19057,Christianity
19057,Jesus Christ
19067,Christianity
19079,Christianity
19083,Christianity
19089,Christianity
18941,Churches/Temples/Mosques
199033,Nude
17910,Seascapes
17988,Seascapes
204347,Seascapes
18008,Rivers/Lakes
18010,Churches/Temples/Mosques
18030,Rivers/Lakes
204338,Marine Art/Maritime
20408,Nude
20416,Nude
5840,Horses
5896,Portraits
5898,Portraits
5900,Portraits
5902,Portraits
5906,Portraits
5908,Portraits
5910,Portraits
5912,Portraits
5914,Portraits
5926,Portraits
5952,Musics
5828,Musics
5980,Portraits
5984,Nude
5992,Winter
6010,Dogs
23117,Nude
23143,Nude
23149,Nude
23151,Nude
26649,Portraits
26653,Portraits
206290,Portraits
26655,Portraits
26657,Portraits
26665,Portraits
26667,Portraits
164583,Portraits
206301,Portraits
26687,Cafes/Bars
26695,Musics
207497,Landscape Art
26836,Spring
207522,Autumn/Fall
207522,Landscape Art
186017,Autumn/Fall
186017,Landscape Art
207505,Landscape Art
21613,Horses
23283,Musics
23287,Still-Life
23291,Still-Life
23289,Musics
23289,Still-Life
23311,Musics
121395,Flowers
30064,Nude
7401,Portraits
7401,U.S. Presidents
7409,Portraits
7409,U.S. Presidents
7411,Portraits
7411,U.S. Presidents
7415,Portraits
7417,Portraits
7419,Portraits
7413,Portraits
7425,Portraits
7427,Portraits
7427,U.S. Presidents
7435,Portraits
7435,U.S. Presidents
7433,Portraits
7433,U.S. Presidents
7439,Portraits
7439,U.S. Presidents
7437,Portraits
7437,U.S. Presidents
7443,Portraits
7453,Portraits
7457,Portraits
7459,Portraits
7465,Portraits
7467,Portraits
7469,Portraits
7471,Portraits
7473,Portraits
7479,Portraits
206476,Portraits
7481,Portraits
7483,Portraits
7491,Portraits
7493,Portraits
7495,Portraits
7503,Portraits
7507,Portraits
7509,Portraits
7511,Portraits
7515,Portraits
7519,Portraits
7521,Portraits
7527,Portraits
7533,Portraits
7535,Portraits
206486,Portraits
3485,Portraits
3493,Flowers
18112,Portraits
18114,Portraits
18130,Winter
18142,Portraits
18150,Bridges
18150,Rivers/Lakes
23770,Portraits
23782,Dogs
23782,Nude
23792,Rivers/Lakes
23808,Still-Life
23810,Still-Life
23812,Seascapes
23816,Winter
23818,Seascapes
23826,Rivers/Lakes
23830,Nude
23838,Nude
23840,Nude
23854,Seascapes
23856,Winter
7591,Nude
7593,Musics
7599,Dancers
7603,Dancers
7609,Nude
7615,Nude
7621,Gardens
7623,Gardens
26115,Still-Life
26121,Flowers
26121,Still-Life
26123,Flowers
26123,Still-Life
26125,Flowers
26125,Still-Life
26127,Still-Life
26129,Flowers
26129,Still-Life
26131,Flowers
26131,Still-Life
26133,Flowers
26133,Summer
26135,Flowers
20646,Tigers
20674,Tigers
20688,Bridges
5595,Lovers
5595,Nude
5593,Lovers
18605,Architectures
18619,Rivers/Lakes
18623,Horses
18633,Bridges
18633,Rivers/Lakes
18653,Portraits
18661,Rivers/Lakes
18663,Seascapes
18669,Rivers/Lakes
18679,Summer
18709,Rivers/Lakes
30995,Dogs
26187,Winter
19431,Tigers
19459,Nude
19461,Portraits
19463,Portraits
19467,Architectures
19467,Churches/Temples/Mosques
19485,Nude
19497,Nude
19511,Nude
19525,Tigers
19533,Architectures
30905,Spring
7791,Still-Life
198494,Still-Life
7807,Still-Life
7811,Still-Life
28605,Portraits
17564,Spring
5367,Gardens
5373,Dancers
5383,Portraits
5387,Winter
5421,Portraits
5423,Portraits
5431,Portraits
5437,Portraits
5439,Portraits
5441,Portraits
5481,Rivers/Lakes
6462,Seascapes
6480,Bridges
6492,Portraits
6506,Seascapes
6522,Seascapes
6526,Rivers/Lakes
6532,Autumn/Fall
6532,Bridges
6542,Bridges
6550,Bridges
6550,Rivers/Lakes
6558,Bridges
6566,Bridges
19749,Cafes/Bars
19769,Still-Life
19773,Musics
19773,Still-Life
19775,Still-Life
19783,Still-Life
19815,Musics
19815,Still-Life
19807,Musics
20208,Seascapes
23941,Portraits
23945,Portraits
198638,Portraits
23951,Portraits
23953,Portraits
24001,Christianity
24005,Christianity
20094,Flowers
20094,Still-Life
18278,Portraits
18286,Portraits
18288,Portraits
18296,Portraits
18298,Spring
18328,Gardens
18340,Gardens
29336,Rivers/Lakes
29338,Rivers/Lakes
29342,Rivers/Lakes
30168,Spring
22697,Flowers
22697,Portraits
206942,Seascapes
22723,Flowers
206381,Flowers
206391,Flowers
22735,Flowers
195952,Nude
195846,Still-Life
195893,Still-Life
1483,Still-Life
195855,Still-Life
195963,Nude
1485,Nude
195974,Nude
1499,Seascapes
1511,Winter
1519,Rivers/Lakes
1521,Nude
195864,Still-Life
195873,Still-Life
1527,Portraits
1529,Portraits
1531,Portraits
1535,Portraits
1533,Portraits
1543,Portraits
1546,Portraits
195904,Still-Life
1552,Still-Life
1556,Still-Life
1558,Still-Life
1560,Still-Life
1554,Still-Life
1562,Still-Life
1564,Still-Life
1566,Still-Life
1570,Still-Life
195915,Still-Life
1574,Still-Life
1576,Nude
1578,Still-Life
1580,Bridges
1580,Rivers/Lakes
1586,Cafes/Bars
196156,Flowers
1596,Seascapes
1602,Nude
195926,Still-Life
1608,Rivers/Lakes
195985,Nude
1624,Cafes/Bars
4501,Autumn/Fall
4723,Nude
4579,Spring
4589,Portraits
4611,Still-Life
4621,Dogs
4621,Still-Life
4637,Nude
4663,Musics
4505,Nude
4677,Cafes/Bars
4639,Nude
4695,Horses
4709,Nude
4719,Nude
4721,Flowers
4475,Nude
20298,Abstract/Modern Art
20302,Abstract/Modern Art
20308,Abstract/Modern Art
20314,Abstract/Modern Art
20320,Abstract/Modern Art
20322,Abstract/Modern Art
20324,Abstract/Modern Art
28791,Rivers/Lakes
196746,Autumn/Fall
3785,Nude
3789,Nude
196335,Nude
196345,Nude
196355,Nude
196365,Nude
3795,Nude
196376,Nude
196284,Nude
4315,Nude
196295,Nude
196387,Nude
197484,Flowers
3817,Flowers
197462,Flowers
197473,Flowers
3821,Portraits
196306,Nude
3877,Dancers
3879,Dancers
3881,Dancers
3885,Dancers
3887,Dancers
197495,Flowers
197506,Flowers
3907,Flowers
3909,Flowers
3937,Musics
3973,Lovers
3981,Rivers/Lakes
3991,Nude
3995,Bridges
197631,Still-Life
4003,Dogs
4015,Dogs
4065,Seascapes
4069,Rivers/Lakes
4071,Gardens
196397,Nude
196407,Nude
197109,Nude
196417,Nude
197681,Nude
196427,Nude
4091,Flowers
4091,Nude
197641,Still-Life
197651,Still-Life
4107,Flowers
4107,Gardens
4111,Bridges
3893,Portraits
4119,Portraits
4121,Portraits
4123,Portraits
4127,Portraits
197741,Nude
4135,Nude
196437,Nude
4145,Flowers
4153,Seascapes
196447,Nude
4165,Nude
196457,Nude
4177,Winter
4179,Flowers
4179,Spring
196467,Nude
4185,Flowers
4185,Still-Life
4189,Flowers
4189,Still-Life
4191,Flowers
4191,Still-Life
197671,Still-Life
4195,Still-Life
4193,Still-Life
4211,Nude
4267,Nude
4275,Churches/Temples/Mosques
4333,Musics
197517,Flowers
198740,Flowers
4345,Seascapes
4365,Musics
4371,Gardens
4373,Portraits
4377,Nude
4383,Nude
4411,Musics
4413,Musics
21313,Nude
3207,Jesus Christ
3205,Jesus Christ
163031,Portraits
3257,Portraits
3261,Portraits
3263,Portraits
3265,Portraits
3267,Portraits
3259,Portraits
3271,Portraits
3269,Portraits
3273,Portraits
198728,Portraits
3275,Portraits
3279,Portraits
3283,Portraits
3287,Portraits
3285,Portraits
3289,Portraits
3305,Portraits
3301,Portraits
3307,Portraits
3309,Portraits
3311,Portraits
3333,Christianity
3333,Jesus Christ
3347,Lovers
3375,Bridges
3377,Nude
25734,Abstract/Modern Art
179331,Abstract/Modern Art
179470,Abstract/Modern Art
179481,Abstract/Modern Art
25736,Abstract/Modern Art
25738,Abstract/Modern Art
25740,Abstract/Modern Art
25744,Abstract/Modern Art
29456,Horses
207216,Portraits
176678,Portraits
176686,Portraits
22852,Portraits
18905,Dogs
18915,Musics
18917,Jesus Christ
18923,Musics
18923,Portraits
18927,Portraits
18931,Portraits
19341,Portraits
19343,Portraits
19347,Portraits
19355,Seascapes
7919,Landscape Art
7919,Rivers/Lakes
7925,Landscape Art
7925,Rivers/Lakes
7927,Landscape Art
7929,Landscape Art
7929,Rivers/Lakes
7949,Landscape Art
7955,Landscape Art
7959,Landscape Art
28765,Portraits
28769,Portraits
28773,Portraits
28775,Portraits
199308,Portraits
28777,Portraits
28781,Portraits
28783,Portraits
28785,Portraits
465,Seascapes
466,Bridges
466,Spring
469,Flowers
469,Gardens
476,Gardens
479,Flowers
479,Gardens
485,Autumn/Fall
475,Flowers
523,Flowers
523,Gardens
525,Flowers
526,Portraits
601,Autumn/Fall
535,Bridges
536,Portraits
544,Flowers
544,Gardens
548,Gardens
549,Gardens
595,Spring
598,Spring
602,Spring
605,Jesus Christ
608,Still-Life
640,Summer
642,Portraits
643,Portraits
644,Portraits
648,Portraits
650,Portraits
651,Portraits
654,Portraits
657,Portraits
669,Flowers
701,Seascapes
702,Seascapes
708,Portraits
707,Portraits
710,Portraits
704,Portraits
712,Portraits
713,Portraits
715,Portraits
716,Portraits
719,Portraits
703,Portraits
722,Still-Life
725,Still-Life
726,Winter
728,Rivers/Lakes
729,Still-Life
761,Still-Life
762,Flowers
762,Still-Life
763,Still-Life
764,Still-Life
766,Still-Life
760,Still-Life
768,Flowers
768,Still-Life
773,Flowers
771,Flowers
770,Flowers
770,Still-Life
776,Summer
780,Architectures
780,Churches/Temples/Mosques
784,Cafes/Bars
787,Flowers
787,Spring
820,Gardens
827,Cafes/Bars
832,Portraits
195361,Portraits
838,Autumn/Fall
881,Spring
882,Architectures
892,Flowers
897,Flowers
899,Flowers
908,Spring
944,Still-Life
955,Spring
950,Autumn/Fall
950,Summer
3040,Abstract/Modern Art
3050,Abstract/Modern Art
3066,Abstract/Modern Art
3090,Abstract/Modern Art
3092,Abstract/Modern Art
3100,Abstract/Modern Art
3110,Abstract/Modern Art
3116,Abstract/Modern Art
3126,Abstract/Modern Art
3128,Abstract/Modern Art
3134,Abstract/Modern Art
3134,Winter
3136,Abstract/Modern Art
167433,Marine Art/Maritime
167406,Marine Art/Maritime
167500,Marine Art/Maritime
167442,Marine Art/Maritime
167451,Marine Art/Maritime
4797,Nude
4797,Rivers/Lakes
4805,Nude
4941,Nude
195121,Seascapes
195211,Nude
195297,Flowers
18428,Portraits
204701,Nude
18446,Still-Life
28477,Landscape Art
8039,Seascapes
8089,Seascapes
8109,Seascapes
8137,Spring
8171,Rivers/Lakes
